STOP_ID;X;Y;TIPO;CALLE;NUMERO;ENTRE1;ENTRE2
1551;-58.4480714385267;-34.5583545981;;;;;
1002742;-58.4503437944184;-34.5583634724;PARADAS DE POSTE;VERTIZ VIRREY AV.;;JURAMENTO;ECHEVERRIA
1553;-58.4888771054786;-34.5583937263;;;;;
1554;-58.4709545403358;-34.5584157615;;;;;
1006617;-58.4864170519319;-34.5584234804;PARADA NO OFICIAL;DONADO;3618;;
1002744;-58.4503167765803;-34.5584327885;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;ECHEVERRIA;JURAMENTO
1559;-58.4824464670309;-34.5584943769;;;;;
20757;-58.4597690625198;-34.5585471609;;;;;
1564;-58.4862206331359;-34.5585717398;;;;;
1001937;-58.4097963627719;-34.5587697152;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;3461;SARMIENTO AV.;LA PAMPA
1003343;-58.4746295994594;-34.5587809801;PARADAS DE POSTE;BALBIN, RICARDO, DR. AV.;3114;IBERA;TAMBORINI, JOSE PASCUAL
1002885;-58.4539187153955;-34.5587961498;PARADA NO OFICIAL;O'HIGGINS;2202;;
1001935;-58.4097632482813;-34.5587978754;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;3450;SARMIENTO AV.;LA PAMPA
23;-58.4098347578988;-34.5588217265;;;;;
1002739;-58.4495427642304;-34.5588594877;PARADAS DE POSTE;VERTIZ VIRREY AV.;;ECHEVERRIA;JURAMENTO
20758;-58.4592693598874;-34.5589101309;;;;;
1578;-58.4743243173484;-34.5589131857;;;;;
1580;-58.4691842172671;-34.5589284971;;;;;
1002738;-58.4493956739087;-34.5589334761;PARADAS DE POSTE;VERTIZ VIRREY AV.;;ECHEVERRIA;JURAMENTO
1585;-58.4935112427601;-34.5590079542;;;;;
1002747;-58.4495137648427;-34.5591154936;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;ECHEVERRIA;JURAMENTO
1617;-58.4493980833918;-34.5591465461;;;;;
1002735;-58.4493617587407;-34.5591574953;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;ECHEVERRIA;SUCRE, ANTONIO JOSE DE, MCAL.
1002748;-58.4493317578996;-34.5592164968;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;ECHEVERRIA;SUCRE, ANTONIO JOSE DE, MCAL.
25;-58.4521504723359;-34.5592263960;;;;;
1002736;-58.4492396613464;-34.5592406993;PARADAS DE POSTE;VERTIZ VIRREY AV.;1987;ECHEVERRIA;SUCRE, ANTONIO JOSE DE, MCAL.
1001677;-58.4272518285870;-34.5593286075;PARADAS CON REFUGIO;FIGUEROA ALCORTA, PRES. AV.;;NOBLE, JULIO ARGENTINO;DE LOS OMBUES AV.
1006604;-58.4879371448684;-34.5593376849;PARADA NO OFICIAL;LARRALDE, CRISOLOGO AV.;4589;LUGONES;ACHA, MARIANO, GRAL.
1601;-58.4617779600372;-34.5593931938;;;;;
1002749;-58.4490417469872;-34.5593985024;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;ECHEVERRIA;SUCRE, ANTONIO JOSE DE, MCAL.
1602;-58.4701008153588;-34.5594044524;;;;;
1002886;-58.4594393370564;-34.5594743244;PARADAS DE POSTE;BLANCO ENCALADA;2434;;
1609;-58.4843501397196;-34.5594837466;;;;;
1002775;-58.4524943981326;-34.5594848966;PARADAS DE POSTE;JURAMENTO AV.;1941;;
1007279;-58.4545155469100;-34.5595335529;PARADAS DE POSTE;ARCOS;2191;;
1002776;-58.4525837251270;-34.5595380601;PARADAS CON REFUGIO;JURAMENTO AV.;1957;;
1003228;-58.4656301054024;-34.5595927599;PARADA NO OFICIAL;CRAMER AV.;2691;;
1003345;-58.4777082484785;-34.5595970596;PARADA NO OFICIAL;WASHINGTON;3183;IBERA;TAMBORINI, JOSE PASCUAL
1002777;-58.4527189091445;-34.5596185156;PARADAS DE POSTE;JURAMENTO AV.;1991;;
1002750;-58.4486537324193;-34.5596465099;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;SUCRE, ANTONIO JOSE DE, MCAL.;ECHEVERRIA
20759;-58.4586233818998;-34.5596764084;;;;;
1006643;-58.4892495760384;-34.5597540708;PARADAS DE POSTE;LUGONES;3608;;
1621;-58.4722703152629;-34.5597648108;;;;;
1002733;-58.4483147192278;-34.5597985151;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;SUCRE, ANTONIO JOSE DE, MCAL.;ECHEVERRIA
1002752;-58.4484087404075;-34.5598016657;PARADAS DE POSTE;VERTIZ VIRREY AV.;;SUCRE, ANTONIO JOSE DE, MCAL.;ECHEVERRIA
1007304;-58.4557485309727;-34.5598230993;PARADAS DE POSTE;CUBA;2216;;
1001934;-58.4086872220691;-34.5598245837;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;3250;SARMIENTO AV.;LA PAMPA
1006666;-58.4878063798805;-34.5598540115;PARADAS CON REFUGIO;ACHA, MARIANO, GRAL.;3591;;
1001932;-58.4086455070534;-34.5598669329;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;3242;SARMIENTO AV.;LA PAMPA
1632;-58.4853010459624;-34.5599392285;;;;;
1003344;-58.4719923140891;-34.5599713859;PARADA NO OFICIAL;BALBIN, RICARDO, DR. AV.;2924;QUESADA;CONGRESO AV.
1007278;-58.4507348940843;-34.5599891596;PARADA NO OFICIAL;ECHEVERRIA;1822;;
1002788;-58.4530291559330;-34.5600059194;PARADAS DE POSTE;JURAMENTO AV.;2010;;
14489;-58.4714284411145;-34.5600937619;;;;;
1001885;-58.4262697927858;-34.5601076301;PARADAS CON REFUGIO;FIGUEROA ALCORTA, PRES. AV.;;DE LOS OMBUES AV.;NOBLE, JULIO ARGENTINO
1002778;-58.4535628828920;-34.5601211817;PARADAS DE POSTE;JURAMENTO AV.;2089;;
1003372;-58.4711111771015;-34.5601313036;PARADAS DE POSTE;BALBIN, RICARDO, DR. AV.;2889;UGARTE, MANUEL;CONGRESO AV.
1006667;-58.4876024334824;-34.5601434375;PARADAS CON REFUGIO;ACHA, MARIANO, GRAL.;3581;;
1002787;-58.4532693871316;-34.5601489183;PARADAS DE POSTE;JURAMENTO AV.;2028;;
1006605;-58.4897258199866;-34.5601904310;PARADAS DE POSTE;LARRALDE, CRISOLOGO AV.;4759;;
1002729;-58.4469116637001;-34.5602975333;PARADA NO OFICIAL;VERTIZ VIRREY AV.;;SUCRE, ANTONIO JOSE DE, MCAL.;LA PAMPA
1001886;-58.4259417807832;-34.5603616374;PARADAS CON REFUGIO;FIGUEROA ALCORTA, PRES. AV.;;GUERRICO, MARTIN, CTTE.;DE LOS OMBUES AV.
1002890;-58.4587195971288;-34.5603621603;PARADA NO OFICIAL;OLAZABAL;2425;;
1652;-58.4466921787482;-34.5604000804;;;;;
1655;-58.4635698917787;-34.5604569040;;;;;
1005904;-58.5058492319810;-34.5606443326;PARADAS CON REFUGIO;SAN JUAN BAUTISTA DE LA SALLE AV.;4485;;
1002753;-58.4463576428979;-34.5606515441;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;LA PAMPA;HERNANDEZ, JOSE
20760;-58.4579408166576;-34.5606544211;;;;;
1663;-58.4923393134910;-34.5607074051;;;;;
1002779;-58.4545731209529;-34.5607228614;PARADA NO OFICIAL;JURAMENTO AV.;2183;;
1001884;-58.4270598312231;-34.5608286426;PARADAS CON REFUGIO;BELLO, ANDRES;;DE LOS OMBUES AV.;MENDEZ, AGUSTIN
1673;-58.4833852267526;-34.5608639054;;;;;
1674;-58.4618681798639;-34.5608656549;;;;;
14493;-58.4076853974450;-34.5609012222;;;;;
1676;-58.4547416525962;-34.5609239925;;;;;
1007277;-58.4523204864783;-34.5609261426;PARADA NO OFICIAL;ECHEVERRIA;2014;;
1002887;-58.4620204727105;-34.5610007239;PARADAS DE POSTE;BLANCO ENCALADA;2710;;
1003373;-58.4724291985611;-34.5610056092;PARADAS DE POSTE;SUPERI;2885;UGARTE, MANUEL;CONGRESO AV.
1002754;-58.4457596203565;-34.5610215554;PARADAS CON REFUGIO;VERTIZ VIRREY AV.;;LA PAMPA;HERNANDEZ, JOSE
1002786;-58.4548752927397;-34.5610265235;PARADAS CON REFUGIO;JURAMENTO AV.;;VUELTA DE OBLIGADO;CUBA
1002780;-58.4549162944896;-34.5610297006;PARADAS CON REFUGIO;JURAMENTO AV.;;CUBA;VUELTA DE OBLIGADO
1003371;-58.4692544772359;-34.5611245498;PARADAS DE POSTE;BALBIN, RICARDO, DR. AV.;2712;UGARTE, MANUEL;RIVERA, PEDRO I., DR.
1006606;-58.4917108460688;-34.5611412499;PARADAS DE POSTE;LARRALDE, CRISOLOGO AV.;4989;;
1726;-58.4455276470391;-34.5611412934;;;;;
1002785;-58.4550950147454;-34.5611815133;PARADAS CON REFUGIO;JURAMENTO AV.;;VUELTA DE OBLIGADO;CUBA
1002781;-58.4553210247172;-34.5612445136;PARADAS CON REFUGIO;JURAMENTO AV.;;CUBA;VUELTA DE OBLIGADO
1002472;-58.4577227999639;-34.5612635743;PARADA NO OFICIAL;MENDOZA;2418;CIUDAD DE LA PAZ;CABILDO AV.
1003370;-58.4683358205880;-34.5613123995;PARADAS DE POSTE;BALBIN, RICARDO, DR. AV.;2697;RIVERA, PEDRO I., DR.;ROOSEVELT FRANKLIN D.
1696;-58.4738181378382;-34.5613367219;;;;;
1006615;-58.4883534466330;-34.5613464523;PARADAS DE POSTE;NUÑEZ;4713;;
1003325;-58.4643919620998;-34.5613486699;PARADA NO OFICIAL;CRAMER AV.;2476;;
1002784;-58.4554770323783;-34.5613965163;PARADAS CON REFUGIO;JURAMENTO AV.;;VUELTA DE OBLIGADO;CUBA
1003378;-58.4763184882144;-34.5614964748;PARADA NO OFICIAL;WASHINGTON;2995;QUESADA;CONGRESO AV.
1002782;-58.4560113651676;-34.5615749250;PARADAS DE POSTE;JURAMENTO AV.;2321;;
1706;-58.4654979931812;-34.5616012924;;;;;
1002889;-58.4608935763135;-34.5616545396;PARADAS DE POSTE;OLAZABAL;2689;;
1003243;-58.4746822874145;-34.5616908350;PARADAS CON REFUGIO;CONGRESO AV.;3597;MELIAN AV.;PEREZ, ROQUE
1002783;-58.4562602607426;-34.5617171142;PARADAS DE POSTE;JURAMENTO AV.;2361;;
549;-58.4433696292422;-34.5617178987;;;;;
1002755;-58.4488369728797;-34.5617263536;PARADAS DE POSTE;LA PAMPA;1814;11 DE SEPTIEMBRE DE 1888;3 DE FEBRERO
32;-58.4839620425673;-34.5618124402;;;;;
1728;-58.4446199023632;-34.5620106378;;;;;
39;-58.4239023500394;-34.5620170094;;;;;
1007276;-58.4541608536076;-34.5620413253;PARADAS DE POSTE;ECHEVERRIA;2214;;
1002463;-58.4670221675997;-34.5620648770;PARADAS DE POSTE;BALBIN, RICARDO, DR. AV.;2524;ROOSEVELT FRANKLIN D.;MONROE AV.
1003369;-58.4670221675997;-34.5620648770;PARADAS DE POSTE;BALBIN, RICARDO, DR. AV.;2522;ROOSEVELT FRANKLIN D.;MONROE AV.
34;-58.4429764484350;-34.5621349163;;;;;
1002888;-58.4639963911526;-34.5621684861;PARADAS DE POSTE;BLANCO ENCALADA;2910;;
1006628;-58.4860591342581;-34.5622944577;PARADA NO OFICIAL;ACHA, MARIANO, GRAL.;3395;;
1006614;-58.4902438436581;-34.5623341416;PARADAS DE POSTE;NUÑEZ;4916;;
33;-58.4428069055759;-34.5623388916;;;;;
1675;-58.4167986640201;-34.5623405748;;;;;
1001929;-58.4063657974803;-34.5623480698;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;2680;SARMIENTO AV.;LA PAMPA
1002464;-58.4658084099631;-34.5623781440;PARADAS DE POSTE;BALBIN, RICARDO, DR. AV.;2469;;
1002460;-58.4669637405687;-34.5624246990;PARADAS CON REFUGIO;MONROE AV.;3125;;FREIRE, RAMON, CAP. GRAL.
1003377;-58.4756175116285;-34.5624381004;PARADAS DE POSTE;WASHINGTON;2889;CONGRESO AV.;UGARTE, MANUEL
35;-58.4408579162003;-34.5624387037;;;;;
1006642;-58.4873702060108;-34.5624557005;PARADAS DE POSTE;LUGONES;3410;;
14498;-58.4062615930044;-34.5624609937;;;;;
1001931;-58.4062491788594;-34.5624758117;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;2650;SARMIENTO AV.;LA PAMPA
1003204;-58.4633159587130;-34.5625936986;PARADAS DE POSTE;CRAMER AV.;2336;;
1770;-58.4909912852710;-34.5626506285;;;;;
38;-58.4233683615388;-34.5626785580;;;;;
1005138;-58.4741664478115;-34.5627512392;PARADAS DE POSTE;UGARTE, MANUEL;3612;;
1777;-58.4767377060190;-34.5627917676;;;;;
1002756;-58.4507227649603;-34.5628417447;PARADAS DE POSTE;LA PAMPA;2016;;
1002891;-58.4583311859096;-34.5629562334;PARADAS CON REFUGIO;JURAMENTO AV.;2565;;
1784;-58.4675404902445;-34.5629677682;;;;;
1001890;-58.4169603748671;-34.5629754110;PARADAS CON REFUGIO;DORREGO AV.;3751;;
1788;-58.4822679867093;-34.5629793951;;;;;
1002895;-58.4561225917209;-34.5631815355;PARADAS DE POSTE;ECHEVERRIA;2418;;
1002466;-58.4641596727507;-34.5632722179;PARADAS DE POSTE;BALBIN, RICARDO, DR. AV.;2312;OLAZABAL;BLANCO ENCALADA
1003224;-58.4624450951122;-34.5632980876;PARADAS DE POSTE;CRAMER AV.;2251;MENDOZA;OLAZABAL
20762;-58.4553933203990;-34.5634371634;;;;;
1005758;-58.5071002986887;-34.5634616039;PARADAS CON REFUGIO;SAN JUAN BAUTISTA DE LA SALLE AV.;;MANSO, GUILLERMO;DE LOS CONSTITUYENTES AV.
1003368;-58.4688102437716;-34.5635235245;PARADAS DE POSTE;CONDE;2504;ROOSEVELT FRANKLIN D.;MONROE AV.
1002020;-58.4386161777565;-34.5635259820;PARADAS DE POSTE;LACROZE, FEDERICO;1684;;
1819;-58.4965931254869;-34.5635357199;;;;;
475;-58.4366441635749;-34.5635603371;;;;;
1002459;-58.4685343103253;-34.5636254092;PARADAS DE POSTE;MONROE AV.;3293;;
1866;-58.4426218644028;-34.5636261719;;;;;
1005139;-58.4758163269210;-34.5636284858;PARADAS DE POSTE;UGARTE, MANUEL;3795;NAON, ROMULO;WASHINGTON
1001996;-58.4423482483323;-34.5637256621;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;1395;SOLIS;GARCIA, TEODORO
1838;-58.4786776729456;-34.5637703050;;;;;
1001994;-58.4421777736448;-34.5638494327;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;1375;;
1006613;-58.4934385598574;-34.5638536018;PARADAS DE POSTE;NUÑEZ;5212;;
1002457;-58.4687588247887;-34.5638810522;PARADAS DE POSTE;MONROE AV.;3312;;
1844;-58.4405990750724;-34.5638999191;;;;;
1005140;-58.4760781268443;-34.5639076246;PARADAS DE POSTE;UGARTE, MANUEL;3816;;
1002455;-58.4688334463030;-34.5639297136;PARADAS DE POSTE;MONROE AV.;3326;;
1847;-58.4790549215309;-34.5639320227;;;;;
1002757;-58.4526512233844;-34.5639856132;PARADAS DE POSTE;LA PAMPA;2210;CABILDO AV.;VUELTA DE OBLIGADO
1002469;-58.4623485829772;-34.5639975851;PARADAS DE POSTE;MENDOZA;2904;CONESA;CRAMER
1005091;-58.4963380386606;-34.5639995166;PARADAS CON REFUGIO;TRIUNVIRATO AV.;5868;;
40;-58.4225999203074;-34.5640366780;;;;;
14500;-58.4049459568871;-34.5641160150;;;;;
1004210;-58.5062739699906;-34.5641407750;PARADAS CON REFUGIO;PAZ, GRAL. AV. COLECTORA;3836;DE LOS CONSTITUYENTES AV.;ANDONAEGUI
1002010;-58.4380250950705;-34.5641953045;PARADAS DE POSTE;MIGUELETES;1130;;
1002892;-58.4578732343169;-34.5642102367;PARADAS DE POSTE;ECHEVERRIA;2618;;
1006629;-58.4842299967152;-34.5642421984;PARADAS DE POSTE;ACHA, MARIANO, GRAL.;3173;;
1002468;-58.4633312548646;-34.5642732560;PARADA NO OFICIAL;CONESA;2210;OLAZABAL;MENDOZA
1003375;-58.4710585947718;-34.5642784286;PARADAS DE POSTE;PEREZ, ROQUE;2538;RIVERA, PEDRO I., DR.;MONROE AV.
1005207;-58.4943291125069;-34.5644034659;PARADA NO OFICIAL;CAPDEVILA;3497;PEDRAZA, MANUELA;NUÑEZ
1006641;-58.4855754284434;-34.5644270185;PARADAS DE POSTE;LUGONES;3204;;
1006627;-58.4840553055764;-34.5644280691;PARADA NO OFICIAL;ACHA, MARIANO, GRAL.;3157;;
20763;-58.4546984963262;-34.5644353223;;;;;
1002454;-58.4700056209143;-34.5644763214;PARADAS DE POSTE;MONROE AV.;3421;;
1002448;-58.4694032520160;-34.5644829883;PARADAS DE POSTE;SUPERI;2489;BLANCO ENCALADA;MONROE AV.
1003205;-58.4616325254898;-34.5645289161;PARADAS DE POSTE;CRAMER AV.;2136;;
1002055;-58.4412070573922;-34.5645447425;PARADA NO OFICIAL;GARCIA, TEODORO;1891;;
1003374;-58.4707798382003;-34.5645697032;PARADA NO OFICIAL;PEREZ, ROQUE;2518;RIVERA, PEDRO I., DR.;MONROE AV.
1002452;-58.4702291416063;-34.5646220742;PARADAS DE POSTE;MONROE AV.;3453;;
1003242;-58.4805869796531;-34.5646244619;PARADAS CON REFUGIO;CONGRESO AV.;4165;HOLMBERG;PLAZA
1003241;-58.4806661753902;-34.5646656741;PARADAS CON REFUGIO;CONGRESO AV.;4185;HOLMBERG;PLAZA
1002450;-58.4703545311403;-34.5647038374;PARADAS DE POSTE;MONROE AV.;3495;;
1893;-58.4990528228524;-34.5647207689;;;;;
1002022;-58.4396842965706;-34.5647364948;PARADAS DE POSTE;LACROZE, FEDERICO;1806;;
1898;-58.4991397611911;-34.5647626462;;;;;
1905;-58.4956334542429;-34.5648606890;;;;;
1962;-58.4344095128686;-34.5648883333;;;;;
1003218;-58.4609826017982;-34.5649824563;PARADAS DE POSTE;CRAMER AV.;2083;ECHEVERRIA;JURAMENTO
1003240;-58.4810508908074;-34.5650786346;PARADAS CON REFUGIO;CONGRESO AV.;4228;;
1921;-58.4923561911703;-34.5650872433;;;;;
1002065;-58.4407521817360;-34.5651319766;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;1230;LACROZE, FEDERICO AV.;GARCIA, TEODORO
1924;-58.4805974215564;-34.5651356623;;;;;
1003376;-58.4717319816038;-34.5651754660;PARADAS DE POSTE;MELIAN AV.;2530;RIVERA, PEDRO I., DR.;MONROE AV.
1002071;-58.4406798928007;-34.5651923214;PARADA NO OFICIAL;CAMPOS, LUIS M. AV.;1218;LACROZE;GARCIA, TEODORO
1001999;-58.4380619008150;-34.5653804593;PARADA NO OFICIAL;SOLDADO DE LA INDEPENDENCIA;1093;;GOROSTIAGA
14503;-58.4200852616716;-34.5653955702;;;;;
1001892;-58.4195085460688;-34.5654427846;PARADAS CON REFUGIO;FIGUEROA ALCORTA, PRES. AV.;;DORREGO AV.;ROLDAN, BELISARIO AV.
1001990;-58.4400503186533;-34.5655043476;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;1181;;OLLEROS AV.
1001992;-58.4400503186533;-34.5655043476;PARADA NO OFICIAL;CAMPOS, LUIS M. AV.;1185;;
1003238;-58.4822623529690;-34.5655178959;PARADAS DE POSTE;CONGRESO AV.;4393;;
1949;-58.4198273545908;-34.5655295340;;;;;
1002024;-58.4404864945027;-34.5655412354;PARADAS DE POSTE;LACROZE, FEDERICO AV.;1906;;
1005141;-58.4789053537681;-34.5656203498;PARADA NO OFICIAL;NAHUEL HUAPI;4102;HOLMBERG;PLAZA
1960;-58.4604884614673;-34.5657009931;;;;;
1005208;-58.4933330997900;-34.5657680851;PARADAS DE POSTE;CAPDEVILA;3393;IBERA;
14528;-58.5075226481206;-34.5658409374;;;;;
1965;-58.4827652450980;-34.5658608501;;;;;
1968;-58.5014379971279;-34.5658714944;;;;;
20764;-58.4528456948676;-34.5658770344;;;;;
1006630;-58.4826531311073;-34.5659223199;PARADAS DE POSTE;ACHA, MARIANO, GRAL.;2993;NAHUEL HUAPI;CONGRESO AV.
1005087;-58.4948609823610;-34.5660419085;PARADA NO OFICIAL;TRIUNVIRATO AV.;5720;;PEDRAZA, MANUELA
1978;-58.4981097773819;-34.5660440619;;;;;
1002759;-58.4559981858158;-34.5660440751;PARADA NO OFICIAL;AMENABAR;1797;;
1983;-58.4724205354858;-34.5660976858;;;;;
1006640;-58.4839637526326;-34.5661578175;PARADAS DE POSTE;LUGONES;3010;;
2045;-58.4322453189086;-34.5661698407;;;;;
1001924;-58.4031944849515;-34.5662914245;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;2202;SARMIENTO AV.;LA PAMPA
1006608;-58.5024342127396;-34.5662971617;PARADA NO OFICIAL;LARRALDE, CRISOLOGO AV.;5895;;
1001923;-58.4031665318863;-34.5663275130;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;2102;SARMIENTO AV.;LA PAMPA
1002005;-58.4342722814599;-34.5663982481;PARADAS DE POSTE;MIGUELETES;808;;
1001343;-58.4202995864729;-34.5664328033;PARADAS CON REFUGIO;DORREGO AV.;;FREYRE, MARCELINO E., CNEL. AV.;FIGUEROA ALCORTA, PRES. AV.
20765;-58.4516998905166;-34.5664718246;;;;;
1001346;-58.4206486018068;-34.5665208036;PARADAS CON REFUGIO;DORREGO AV.;;FIGUEROA ALCORTA, PRES. AV.;FREYRE, MARCELINO E., CNEL. AV.
1003210;-58.4598892682375;-34.5665409267;PARADAS DE POSTE;CRAMER AV.;1908;;
14508;-58.4139272792422;-34.5665672945;;;;;
1001345;-58.4206856038447;-34.5665878049;PARADAS CON REFUGIO;DORREGO AV.;;FIGUEROA ALCORTA, PRES. AV.;FREYRE, MARCELINO E., CNEL. AV.
2020;-58.4179582905699;-34.5667385642;;;;;
1003234;-58.4846182367206;-34.5667434238;PARADAS CON REFUGIO;CONGRESO AV.;4591;LUGONES;MILLER
1003216;-58.4594281223512;-34.5667748482;PARADAS DE POSTE;CRAMER AV.;1869;;
2022;-58.4554332370059;-34.5667847177;;;;;
1006609;-58.5035823040719;-34.5668586642;PARADAS DE POSTE;LARRALDE, CRISOLOGO AV.;6047;CATRIEL;ACHEGA
2030;-58.4998313750508;-34.5668667555;;;;;
2031;-58.4958372978254;-34.5668843846;;;;;
2055;-58.4696516304716;-34.5669231928;;;;;
2039;-58.4538757651729;-34.5670029344;;;;;
14514;-58.4026771474850;-34.5670299778;;;;;
1003232;-58.4849030887050;-34.5670429230;PARADAS CON REFUGIO;CONGRESO AV.;4618;VALDENEGRO;MILLER
1006610;-58.5039820254199;-34.5670549783;PARADAS DE POSTE;LARRALDE, CRISOLOGO AV.;6091;;
1001917;-58.4052509568737;-34.5670578911;PARADAS DE POSTE;SARMIENTO AV.;;OBLIGADO RAFAEL, AV.COSTANERA;AUTOPISTA ARTURO ILLIA
2043;-58.4908275362987;-34.5670724809;;;;;
1002765;-58.4560638003569;-34.5670957003;PARADA NO OFICIAL;HERNANDEZ, JOSE;2681;AMENABAR;MOLDES
1002761;-58.4539603414744;-34.5671094841;PARADAS DE POSTE;PINO, VIRREY DEL;2508;AMENABAR;CIUDAD DE LA PAZ
2047;-58.5004085410700;-34.5671425765;;;;;
1002766;-58.4561769277802;-34.5671619474;PARADAS DE POSTE;HERNANDEZ, JOSE;2699;;
2052;-58.4742687701486;-34.5671969390;;;;;
1002760;-58.4550070944977;-34.5671980193;PARADA NO OFICIAL;AMENABAR;1645;;
1002053;-58.4436322085411;-34.5672073970;PARADAS DE POSTE;GARCIA, TEODORO;2193;;
2062;-58.4078598177178;-34.5672680601;;;;;
1006631;-58.4814418275950;-34.5672912673;PARADAS DE POSTE;ACHA, MARIANO, GRAL.;2787;;
2063;-58.4380982651649;-34.5673285352;;;;;
1005216;-58.4971127577361;-34.5673499687;PARADA NO OFICIAL;ANDONAEGUI;3410;;
1005145;-58.4817612486478;-34.5673537482;PARADAS DE POSTE;NAHUEL HUAPI;4406;;LUGONES
1002419;-58.4702775188136;-34.5673804555;PARADAS DE POSTE;OLAZABAL AV.;3526;WASHINGTON;MARTINEZ, ENRIQUE, GRAL.
20766;-58.4497617512489;-34.5673891738;;;;;
2133;-58.4301749859636;-34.5673911911;;;;;
15961;-58.5083241882848;-34.5674175456;;;;;
1005083;-58.4937150518741;-34.5675158849;PARADAS CON REFUGIO;TRIUNVIRATO AV.;5584;;TAMBORINI, JOSE PASCUAL
2080;-58.4588884672214;-34.5675452598;;;;;
15905;-58.5082580560758;-34.5675490071;;;;;
1004776;-58.4751274310737;-34.5676282239;PARADAS CON REFUGIO;MONROE;3991;;TRONADOR
1006639;-58.4826458960174;-34.5676372840;PARADAS DE POSTE;LUGONES;2802;;
1005078;-58.4936119801946;-34.5676478400;PARADAS DE POSTE;TRIUNVIRATO AV.;5570;;TAMBORINI, JOSE PASCUAL
2122;-58.4686801365001;-34.5677816620;;;;;
20767;-58.4490303575402;-34.5677924079;;;;;
1006612;-58.5017189932219;-34.5678148982;PARADA NO OFICIAL;NUÑEZ;5910;;
1002076;-58.4377183303239;-34.5678267498;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;;MAURE;GOROSTIAGA
1002284;-58.4377445183507;-34.5678847592;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;;MAURE;GOROSTIAGA
1005209;-58.4916293240331;-34.5679815781;PARADAS DE POSTE;CAPDEVILA;3187;;QUESADA
1002292;-58.4355239637953;-34.5680494121;PARADAS DE POSTE;NEWBERY, JORGE;1795;SOLDADO DE LA INDEPENDENCIA;ARCE
2116;-58.5023177809487;-34.5680563779;;;;;
1002420;-58.4714625161187;-34.5680992644;PARADAS DE POSTE;OLAZABAL AV.;3632;NAON, ROMULO;WASHINGTON
1001987;-58.4374753221333;-34.5681127575;PARADA NO OFICIAL;CAMPOS, LUIS M. AV.;;GOROSTIAGA;MAURE
2119;-58.4167261510515;-34.5681128141;;;;;
20768;-58.4486402599066;-34.5681150147;;;;;
2120;-58.4807493499184;-34.5681326022;;;;;
1002773;-58.4557500415469;-34.5681567981;PARADAS DE POSTE;PINO, VIRREY DEL;2702;;
1001984;-58.4374343208211;-34.5681707590;PARADA NO OFICIAL;CAMPOS, LUIS M. AV.;;MAURE;GOROSTIAGA
1001749;-58.4374853231059;-34.5681897592;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;;MAURE;GOROSTIAGA
1001921;-58.4016296976534;-34.5681948842;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;1740;LA PAMPA;SARMIENTO AV.
1001920;-58.4016092252725;-34.5682132969;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;1736;SARMIENTO AV.;LA PAMPA
1001919;-58.4015887528935;-34.5682317096;PARADAS CON REFUGIO;OBLIGADO RAFAEL, AV.COSTANERA;1732;LA PAMPA;SARMIENTO AV.
1002772;-58.4558878068646;-34.5682374277;PARADAS DE POSTE;PINO, VIRREY DEL;2720;MOLDES;MOLDES
2129;-58.5062630652493;-34.5682410982;;;;;
1001784;-58.4339643646487;-34.5682414322;PARADAS DE POSTE;MATIENZO, BENJAMIN, TENIENTE;1704;SOLDADO DE LA INDEPENDENCIA;ARCE
1002038;-58.4431113405319;-34.5682425405;PARADAS CON REFUGIO;LACROZE, FEDERICO AV.;2216;;
1002285;-58.4374918838113;-34.5683160927;PARADAS DE POSTE;CAMPOS, LUIS M. AV.;;MAURE;GOROSTIAGA
14521;-58.4123568417662;-34.5683496923;;;;;
1003213;-58.4580122434381;-34.5683962657;PARADA NO OFICIAL;CRAMER AV.;1721;;
